image,masks,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9
50.jpg,50.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
500.jpg,500.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
501.jpg,501.png,,polyp,small polyp,two polyp,"polyp, located in right, bottom of the image",two small polyp,"small polyp, located in right, bottom of the image","two polyp, located in right, bottom of the image","two small polyp, located in right, bottom of the image","['two small polyp which is a projecting growth of tissue located in right, bottom of the image', 'two small polyp which is often a bumpy flesh in rectum located in right, bottom of the image', 'two small polyp which is a small lump in the lining of colon located in right, bottom of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in right, bottom of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right, bottom of the image']"
502.jpg,502.png,,polyp,small polyp,two polyp,"polyp, located in right, bottom of the image",two small polyp,"small polyp, located in right, bottom of the image","two polyp, located in right, bottom of the image","two small polyp, located in right, bottom of the image","['two small polyp which is a projecting growth of tissue located in right, bottom of the image', 'two small polyp which is often a bumpy flesh in rectum located in right, bottom of the image', 'two small polyp which is a small lump in the lining of colon located in right, bottom of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in right, bottom of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right, bottom of the image']"
503.jpg,503.png,,polyp,small polyp,two polyp,"polyp, located in right, center of the image",two small polyp,"small polyp, located in right, center of the image","two polyp, located in right, center of the image","two small polyp, located in right, center of the image","['two small polyp which is a projecting growth of tissue located in right, center of the image', 'two small polyp which is often a bumpy flesh in rectum located in right, center of the image', 'two small polyp which is a small lump in the lining of colon located in right, center of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in right, center of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right, center of the image']"
504.jpg,504.png,,polyp,small polyp,two polyp,"polyp, located in right, bottom of the image",two small polyp,"small polyp, located in right, bottom of the image","two polyp, located in right, bottom of the image","two small polyp, located in right, bottom of the image","['two small polyp which is a projecting growth of tissue located in right, bottom of the image', 'two small polyp which is often a bumpy flesh in rectum located in right, bottom of the image', 'two small polyp which is a small lump in the lining of colon located in right, bottom of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in right, bottom of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right, bottom of the image']"
505.jpg,505.png,,polyp,small polyp,two polyp,"polyp, located in right, bottom of the image",two small polyp,"small polyp, located in right, bottom of the image","two polyp, located in right, bottom of the image","two small polyp, located in right, bottom of the image","['two small polyp which is a projecting growth of tissue located in right, bottom of the image', 'two small polyp which is often a bumpy flesh in rectum located in right, bottom of the image', 'two small polyp which is a small lump in the lining of colon located in right, bottom of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in right, bottom of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right, bottom of the image']"
506.jpg,506.png,,polyp,small polyp,two polyp,"polyp, located in right, center of the image",two small polyp,"small polyp, located in right, center of the image","two polyp, located in right, center of the image","two small polyp, located in right, center of the image","['two small polyp which is a projecting growth of tissue located in right, center of the image', 'two small polyp which is often a bumpy flesh in rectum located in right, center of the image', 'two small polyp which is a small lump in the lining of colon located in right, center of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in right, center of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right, center of the image']"
507.jpg,507.png,,polyp,small polyp,two polyp,"polyp, located in right, center of the image",two small polyp,"small polyp, located in right, center of the image","two polyp, located in right, center of the image","two small polyp, located in right, center of the image","['two small polyp which is a projecting growth of tissue located in right, center of the image', 'two small polyp which is often a bumpy flesh in rectum located in right, center of the image', 'two small polyp which is a small lump in the lining of colon located in right, center of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in right, center of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right, center of the image']"
508.jpg,508.png,,polyp,small polyp,two polyp,"polyp, located in center, center of the image",two small polyp,"small polyp, located in center, center of the image","two polyp, located in center, center of the image","two small polyp, located in center, center of the image","['two small polyp which is a projecting growth of tissue located in center, center of the image', 'two small polyp which is often a bumpy flesh in rectum located in center, center of the image', 'two small polyp which is a small lump in the lining of colon located in center, center of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in center, center of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, center of the image']"
509.jpg,509.png,,polyp,small polyp,two polyp,"polyp, located in right, center of the image",two small polyp,"small polyp, located in right, center of the image","two polyp, located in right, center of the image","two small polyp, located in right, center of the image","['two small polyp which is a projecting growth of tissue located in right, center of the image', 'two small polyp which is often a bumpy flesh in rectum located in right, center of the image', 'two small polyp which is a small lump in the lining of colon located in right, center of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in right, center of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right, center of the image']"
51.jpg,51.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
510.jpg,510.png,,polyp,small polyp,two polyp,"polyp, located in left, left of the image",two small polyp,"small polyp, located in left, left of the image","two polyp, located in left, left of the image","two small polyp, located in left, left of the image","['two small polyp which is a projecting growth of tissue located in left, left of the image', 'two small polyp which is often a bumpy flesh in rectum located in left, left of the image', 'two small polyp which is a small lump in the lining of colon located in left, left of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in left, left of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in left, left of the image']"
511.jpg,511.png,,polyp,small polyp,one polyp,"polyp, located in bottom right of the image",one small polyp,"small polyp, located in bottom right of the image","one polyp, located in bottom right of the image","one small polyp, located in bottom right of the image","['one small polyp which is a projecting growth of tissue located in bottom right of the image', 'one small polyp which is often a bumpy flesh in rectum located in bottom right of the image', 'one small polyp which is a small lump in the lining of colon located in bottom right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in bottom right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom right of the image']"
512.jpg,512.png,,polyp,small polyp,two polyp,"polyp, located in center, center of the image",two small polyp,"small polyp, located in center, center of the image","two polyp, located in center, center of the image","two small polyp, located in center, center of the image","['two small polyp which is a projecting growth of tissue located in center, center of the image', 'two small polyp which is often a bumpy flesh in rectum located in center, center of the image', 'two small polyp which is a small lump in the lining of colon located in center, center of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in center, center of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, center of the image']"
513.jpg,513.png,,polyp,small polyp,two polyp,"polyp, located in center, left of the image",two small polyp,"small polyp, located in center, left of the image","two polyp, located in center, left of the image","two small polyp, located in center, left of the image","['two small polyp which is a projecting growth of tissue located in center, left of the image', 'two small polyp which is often a bumpy flesh in rectum located in center, left of the image', 'two small polyp which is a small lump in the lining of colon located in center, left of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in center, left of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, left of the image']"
514.jpg,514.png,,polyp,small polyp,two polyp,"polyp, located in center, bottom left of the image",two small polyp,"small polyp, located in center, bottom left of the image","two polyp, located in center, bottom left of the image","two small polyp, located in center, bottom left of the image","['two small polyp which is a projecting growth of tissue located in center, bottom left of the image', 'two small polyp which is often a bumpy flesh in rectum located in center, bottom left of the image', 'two small polyp which is a small lump in the lining of colon located in center, bottom left of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in center, bottom left of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, bottom left of the image']"
515.jpg,515.png,,polyp,medium polyp,one polyp,"polyp, located in bottom right of the image",one medium polyp,"medium polyp, located in bottom right of the image","one polyp, located in bottom right of the image","one medium polyp, located in bottom right of the image","['one medium polyp which is a projecting growth of tissue located in bottom right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in bottom right of the image', 'one medium polyp which is a small lump in the lining of colon located in bottom right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in bottom right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom right of the image']"
516.jpg,516.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
517.jpg,517.png,,polyp,small polyp,two polyp,"polyp, located in right, bottom of the image",two small polyp,"small polyp, located in right, bottom of the image","two polyp, located in right, bottom of the image","two small polyp, located in right, bottom of the image","['two small polyp which is a projecting growth of tissue located in right, bottom of the image', 'two small polyp which is often a bumpy flesh in rectum located in right, bottom of the image', 'two small polyp which is a small lump in the lining of colon located in right, bottom of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in right, bottom of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right, bottom of the image']"
518.jpg,518.png,,polyp,small polyp,two polyp,"polyp, located in center, left of the image",two small polyp,"small polyp, located in center, left of the image","two polyp, located in center, left of the image","two small polyp, located in center, left of the image","['two small polyp which is a projecting growth of tissue located in center, left of the image', 'two small polyp which is often a bumpy flesh in rectum located in center, left of the image', 'two small polyp which is a small lump in the lining of colon located in center, left of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in center, left of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, left of the image']"
519.jpg,519.png,,polyp,small polyp,two polyp,"polyp, located in center, left of the image",two small polyp,"small polyp, located in center, left of the image","two polyp, located in center, left of the image","two small polyp, located in center, left of the image","['two small polyp which is a projecting growth of tissue located in center, left of the image', 'two small polyp which is often a bumpy flesh in rectum located in center, left of the image', 'two small polyp which is a small lump in the lining of colon located in center, left of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in center, left of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, left of the image']"
52.jpg,52.png,,polyp,medium polyp,one polyp,"polyp, located in top of the image",one medium polyp,"medium polyp, located in top of the image","one polyp, located in top of the image","one medium polyp, located in top of the image","['one medium polyp which is a projecting growth of tissue located in top of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top of the image', 'one medium polyp which is a small lump in the lining of colon located in top of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
520.jpg,520.png,,polyp,small polyp,two polyp,"polyp, located in center, center of the image",two small polyp,"small polyp, located in center, center of the image","two polyp, located in center, center of the image","two small polyp, located in center, center of the image","['two small polyp which is a projecting growth of tissue located in center, center of the image', 'two small polyp which is often a bumpy flesh in rectum located in center, center of the image', 'two small polyp which is a small lump in the lining of colon located in center, center of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in center, center of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, center of the image']"
521.jpg,521.png,,polyp,small polyp,two polyp,"polyp, located in center, left of the image",two small polyp,"small polyp, located in center, left of the image","two polyp, located in center, left of the image","two small polyp, located in center, left of the image","['two small polyp which is a projecting growth of tissue located in center, left of the image', 'two small polyp which is often a bumpy flesh in rectum located in center, left of the image', 'two small polyp which is a small lump in the lining of colon located in center, left of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in center, left of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, left of the image']"
522.jpg,522.png,,polyp,small polyp,one polyp,"polyp, located in bottom right of the image",one small polyp,"small polyp, located in bottom right of the image","one polyp, located in bottom right of the image","one small polyp, located in bottom right of the image","['one small polyp which is a projecting growth of tissue located in bottom right of the image', 'one small polyp which is often a bumpy flesh in rectum located in bottom right of the image', 'one small polyp which is a small lump in the lining of colon located in bottom right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in bottom right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom right of the image']"
523.jpg,523.png,,polyp,small polyp,two polyp,"polyp, located in center, left of the image",two small polyp,"small polyp, located in center, left of the image","two polyp, located in center, left of the image","two small polyp, located in center, left of the image","['two small polyp which is a projecting growth of tissue located in center, left of the image', 'two small polyp which is often a bumpy flesh in rectum located in center, left of the image', 'two small polyp which is a small lump in the lining of colon located in center, left of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in center, left of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, left of the image']"
524.jpg,524.png,,polyp,small polyp,two polyp,"polyp, located in center, center of the image",two small polyp,"small polyp, located in center, center of the image","two polyp, located in center, center of the image","two small polyp, located in center, center of the image","['two small polyp which is a projecting growth of tissue located in center, center of the image', 'two small polyp which is often a bumpy flesh in rectum located in center, center of the image', 'two small polyp which is a small lump in the lining of colon located in center, center of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in center, center of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, center of the image']"
525.jpg,525.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
526.jpg,526.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
527.jpg,527.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
528.jpg,528.png,,polyp,small polyp,three polyp,"polyp, located in top, top right, top right of the image",three small polyp,"small polyp, located in top, top right, top right of the image","three polyp, located in top, top right, top right of the image","three small polyp, located in top, top right, top right of the image","['three small polyp which is a projecting growth of tissue located in top, top right, top right of the image', 'three small polyp which is often a bumpy flesh in rectum located in top, top right, top right of the image', 'three small polyp which is a small lump in the lining of colon located in top, top right, top right of the image', 'three small polyp which is a tissue growth that often resemble mushroom like stalks located in top, top right, top right of the image', 'three small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top, top right, top right of the image']"
529.jpg,529.png,,polyp,small polyp,one polyp,"polyp, located in top of the image",one small polyp,"small polyp, located in top of the image","one polyp, located in top of the image","one small polyp, located in top of the image","['one small polyp which is a projecting growth of tissue located in top of the image', 'one small polyp which is often a bumpy flesh in rectum located in top of the image', 'one small polyp which is a small lump in the lining of colon located in top of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
53.jpg,53.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
530.jpg,530.png,,polyp,small polyp,one polyp,"polyp, located in top of the image",one small polyp,"small polyp, located in top of the image","one polyp, located in top of the image","one small polyp, located in top of the image","['one small polyp which is a projecting growth of tissue located in top of the image', 'one small polyp which is often a bumpy flesh in rectum located in top of the image', 'one small polyp which is a small lump in the lining of colon located in top of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
531.jpg,531.png,,polyp,small polyp,one polyp,"polyp, located in top right of the image",one small polyp,"small polyp, located in top right of the image","one polyp, located in top right of the image","one small polyp, located in top right of the image","['one small polyp which is a projecting growth of tissue located in top right of the image', 'one small polyp which is often a bumpy flesh in rectum located in top right of the image', 'one small polyp which is a small lump in the lining of colon located in top right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in top right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top right of the image']"
532.jpg,532.png,,polyp,medium polyp,one polyp,"polyp, located in top right of the image",one medium polyp,"medium polyp, located in top right of the image","one polyp, located in top right of the image","one medium polyp, located in top right of the image","['one medium polyp which is a projecting growth of tissue located in top right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top right of the image', 'one medium polyp which is a small lump in the lining of colon located in top right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top right of the image']"
533.jpg,533.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
534.jpg,534.png,,polyp,medium polyp,one polyp,"polyp, located in top right of the image",one medium polyp,"medium polyp, located in top right of the image","one polyp, located in top right of the image","one medium polyp, located in top right of the image","['one medium polyp which is a projecting growth of tissue located in top right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top right of the image', 'one medium polyp which is a small lump in the lining of colon located in top right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top right of the image']"
535.jpg,535.png,,polyp,medium polyp,one polyp,"polyp, located in top of the image",one medium polyp,"medium polyp, located in top of the image","one polyp, located in top of the image","one medium polyp, located in top of the image","['one medium polyp which is a projecting growth of tissue located in top of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top of the image', 'one medium polyp which is a small lump in the lining of colon located in top of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
536.jpg,536.png,,polyp,small polyp,two polyp,"polyp, located in right, center of the image",two small polyp,"small polyp, located in right, center of the image","two polyp, located in right, center of the image","two small polyp, located in right, center of the image","['two small polyp which is a projecting growth of tissue located in right, center of the image', 'two small polyp which is often a bumpy flesh in rectum located in right, center of the image', 'two small polyp which is a small lump in the lining of colon located in right, center of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in right, center of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right, center of the image']"
537.jpg,537.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
538.jpg,538.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
539.jpg,539.png,,polyp,small polyp,two polyp,"polyp, located in top right, right of the image",two small polyp,"small polyp, located in top right, right of the image","two polyp, located in top right, right of the image","two small polyp, located in top right, right of the image","['two small polyp which is a projecting growth of tissue located in top right, right of the image', 'two small polyp which is often a bumpy flesh in rectum located in top right, right of the image', 'two small polyp which is a small lump in the lining of colon located in top right, right of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in top right, right of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top right, right of the image']"
54.jpg,54.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
540.jpg,540.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
541.jpg,541.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
542.jpg,542.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
543.jpg,543.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
544.jpg,544.png,,polyp,small polyp,one polyp,"polyp, located in bottom right of the image",one small polyp,"small polyp, located in bottom right of the image","one polyp, located in bottom right of the image","one small polyp, located in bottom right of the image","['one small polyp which is a projecting growth of tissue located in bottom right of the image', 'one small polyp which is often a bumpy flesh in rectum located in bottom right of the image', 'one small polyp which is a small lump in the lining of colon located in bottom right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in bottom right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom right of the image']"
545.jpg,545.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
546.jpg,546.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
547.jpg,547.png,,polyp,small polyp,one polyp,"polyp, located in bottom right of the image",one small polyp,"small polyp, located in bottom right of the image","one polyp, located in bottom right of the image","one small polyp, located in bottom right of the image","['one small polyp which is a projecting growth of tissue located in bottom right of the image', 'one small polyp which is often a bumpy flesh in rectum located in bottom right of the image', 'one small polyp which is a small lump in the lining of colon located in bottom right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in bottom right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom right of the image']"
548.jpg,548.png,,polyp,small polyp,one polyp,"polyp, located in bottom right of the image",one small polyp,"small polyp, located in bottom right of the image","one polyp, located in bottom right of the image","one small polyp, located in bottom right of the image","['one small polyp which is a projecting growth of tissue located in bottom right of the image', 'one small polyp which is often a bumpy flesh in rectum located in bottom right of the image', 'one small polyp which is a small lump in the lining of colon located in bottom right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in bottom right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom right of the image']"
