image,masks,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9
753.jpg,753.png,,polyp,large polyp,one polyp,"polyp, located in center of the image",one large polyp,"large polyp, located in center of the image","one polyp, located in center of the image","one large polyp, located in center of the image","['one large polyp which is a projecting growth of tissue located in center of the image', 'one large polyp which is often a bumpy flesh in rectum located in center of the image', 'one large polyp which is a small lump in the lining of colon located in center of the image', 'one large polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
754.jpg,754.png,,polyp,medium polyp,one polyp,"polyp, located in bottom of the image",one medium polyp,"medium polyp, located in bottom of the image","one polyp, located in bottom of the image","one medium polyp, located in bottom of the image","['one medium polyp which is a projecting growth of tissue located in bottom of the image', 'one medium polyp which is often a bumpy flesh in rectum located in bottom of the image', 'one medium polyp which is a small lump in the lining of colon located in bottom of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in bottom of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom of the image']"
755.jpg,755.png,,polyp,medium polyp,two polyp,"polyp, located in top left, bottom right of the image",two medium polyp,"medium polyp, located in top left, bottom right of the image","two polyp, located in top left, bottom right of the image","two medium polyp, located in top left, bottom right of the image","['two medium polyp which is a projecting growth of tissue located in top left, bottom right of the image', 'two medium polyp which is often a bumpy flesh in rectum located in top left, bottom right of the image', 'two medium polyp which is a small lump in the lining of colon located in top left, bottom right of the image', 'two medium polyp which is a tissue growth that often resemble mushroom like stalks located in top left, bottom right of the image', 'two medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, bottom right of the image']"
756.jpg,756.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
757.jpg,757.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
758.jpg,758.png,,polyp,large polyp,one polyp,"polyp, located in center of the image",one large polyp,"large polyp, located in center of the image","one polyp, located in center of the image","one large polyp, located in center of the image","['one large polyp which is a projecting growth of tissue located in center of the image', 'one large polyp which is often a bumpy flesh in rectum located in center of the image', 'one large polyp which is a small lump in the lining of colon located in center of the image', 'one large polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
759.jpg,759.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
76.jpg,76.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
760.jpg,760.png,,polyp,medium polyp,one polyp,"polyp, located in top of the image",one medium polyp,"medium polyp, located in top of the image","one polyp, located in top of the image","one medium polyp, located in top of the image","['one medium polyp which is a projecting growth of tissue located in top of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top of the image', 'one medium polyp which is a small lump in the lining of colon located in top of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
761.jpg,761.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
762.jpg,762.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
763.jpg,763.png,,polyp,large polyp,two polyp,"polyp, located in top left, top of the image",two large polyp,"large polyp, located in top left, top of the image","two polyp, located in top left, top of the image","two large polyp, located in top left, top of the image","['two large polyp which is a projecting growth of tissue located in top left, top of the image', 'two large polyp which is often a bumpy flesh in rectum located in top left, top of the image', 'two large polyp which is a small lump in the lining of colon located in top left, top of the image', 'two large polyp which is a tissue growth that often resemble mushroom like stalks located in top left, top of the image', 'two large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, top of the image']"
764.jpg,764.png,,polyp,medium polyp,one polyp,"polyp, located in bottom of the image",one medium polyp,"medium polyp, located in bottom of the image","one polyp, located in bottom of the image","one medium polyp, located in bottom of the image","['one medium polyp which is a projecting growth of tissue located in bottom of the image', 'one medium polyp which is often a bumpy flesh in rectum located in bottom of the image', 'one medium polyp which is a small lump in the lining of colon located in bottom of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in bottom of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom of the image']"
765.jpg,765.png,,polyp,small polyp,three polyp,"polyp, located in top left, top, bottom right of the image",three small polyp,"small polyp, located in top left, top, bottom right of the image","three polyp, located in top left, top, bottom right of the image","three small polyp, located in top left, top, bottom right of the image","['three small polyp which is a projecting growth of tissue located in top left, top, bottom right of the image', 'three small polyp which is often a bumpy flesh in rectum located in top left, top, bottom right of the image', 'three small polyp which is a small lump in the lining of colon located in top left, top, bottom right of the image', 'three small polyp which is a tissue growth that often resemble mushroom like stalks located in top left, top, bottom right of the image', 'three small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, top, bottom right of the image']"
766.jpg,766.png,,polyp,large polyp,one polyp,"polyp, located in center of the image",one large polyp,"large polyp, located in center of the image","one polyp, located in center of the image","one large polyp, located in center of the image","['one large polyp which is a projecting growth of tissue located in center of the image', 'one large polyp which is often a bumpy flesh in rectum located in center of the image', 'one large polyp which is a small lump in the lining of colon located in center of the image', 'one large polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
767.jpg,767.png,,polyp,large polyp,two polyp,"polyp, located in top left, center of the image",two large polyp,"large polyp, located in top left, center of the image","two polyp, located in top left, center of the image","two large polyp, located in top left, center of the image","['two large polyp which is a projecting growth of tissue located in top left, center of the image', 'two large polyp which is often a bumpy flesh in rectum located in top left, center of the image', 'two large polyp which is a small lump in the lining of colon located in top left, center of the image', 'two large polyp which is a tissue growth that often resemble mushroom like stalks located in top left, center of the image', 'two large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, center of the image']"
768.jpg,768.png,,polyp,small polyp,one polyp,"polyp, located in left of the image",one small polyp,"small polyp, located in left of the image","one polyp, located in left of the image","one small polyp, located in left of the image","['one small polyp which is a projecting growth of tissue located in left of the image', 'one small polyp which is often a bumpy flesh in rectum located in left of the image', 'one small polyp which is a small lump in the lining of colon located in left of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in left of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in left of the image']"
769.jpg,769.png,,polyp,small polyp,one polyp,"polyp, located in bottom right of the image",one small polyp,"small polyp, located in bottom right of the image","one polyp, located in bottom right of the image","one small polyp, located in bottom right of the image","['one small polyp which is a projecting growth of tissue located in bottom right of the image', 'one small polyp which is often a bumpy flesh in rectum located in bottom right of the image', 'one small polyp which is a small lump in the lining of colon located in bottom right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in bottom right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom right of the image']"
77.jpg,77.png,,polyp,small polyp,one polyp,"polyp, located in bottom right of the image",one small polyp,"small polyp, located in bottom right of the image","one polyp, located in bottom right of the image","one small polyp, located in bottom right of the image","['one small polyp which is a projecting growth of tissue located in bottom right of the image', 'one small polyp which is often a bumpy flesh in rectum located in bottom right of the image', 'one small polyp which is a small lump in the lining of colon located in bottom right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in bottom right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom right of the image']"
770.jpg,770.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
771.jpg,771.png,,polyp,large polyp,one polyp,"polyp, located in right of the image",one large polyp,"large polyp, located in right of the image","one polyp, located in right of the image","one large polyp, located in right of the image","['one large polyp which is a projecting growth of tissue located in right of the image', 'one large polyp which is often a bumpy flesh in rectum located in right of the image', 'one large polyp which is a small lump in the lining of colon located in right of the image', 'one large polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
772.jpg,772.png,,polyp,large polyp,two polyp,"polyp, located in top left, center of the image",two large polyp,"large polyp, located in top left, center of the image","two polyp, located in top left, center of the image","two large polyp, located in top left, center of the image","['two large polyp which is a projecting growth of tissue located in top left, center of the image', 'two large polyp which is often a bumpy flesh in rectum located in top left, center of the image', 'two large polyp which is a small lump in the lining of colon located in top left, center of the image', 'two large polyp which is a tissue growth that often resemble mushroom like stalks located in top left, center of the image', 'two large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, center of the image']"
773.jpg,773.png,,polyp,small polyp,one polyp,"polyp, located in top of the image",one small polyp,"small polyp, located in top of the image","one polyp, located in top of the image","one small polyp, located in top of the image","['one small polyp which is a projecting growth of tissue located in top of the image', 'one small polyp which is often a bumpy flesh in rectum located in top of the image', 'one small polyp which is a small lump in the lining of colon located in top of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
774.jpg,774.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
775.jpg,775.png,,polyp,large polyp,two polyp,"polyp, located in top left, right of the image",two large polyp,"large polyp, located in top left, right of the image","two polyp, located in top left, right of the image","two large polyp, located in top left, right of the image","['two large polyp which is a projecting growth of tissue located in top left, right of the image', 'two large polyp which is often a bumpy flesh in rectum located in top left, right of the image', 'two large polyp which is a small lump in the lining of colon located in top left, right of the image', 'two large polyp which is a tissue growth that often resemble mushroom like stalks located in top left, right of the image', 'two large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, right of the image']"
776.jpg,776.png,,polyp,small polyp,two polyp,"polyp, located in top right, bottom of the image",two small polyp,"small polyp, located in top right, bottom of the image","two polyp, located in top right, bottom of the image","two small polyp, located in top right, bottom of the image","['two small polyp which is a projecting growth of tissue located in top right, bottom of the image', 'two small polyp which is often a bumpy flesh in rectum located in top right, bottom of the image', 'two small polyp which is a small lump in the lining of colon located in top right, bottom of the image', 'two small polyp which is a tissue growth that often resemble mushroom like stalks located in top right, bottom of the image', 'two small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top right, bottom of the image']"
777.jpg,777.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
778.jpg,778.png,,polyp,medium polyp,one polyp,"polyp, located in top of the image",one medium polyp,"medium polyp, located in top of the image","one polyp, located in top of the image","one medium polyp, located in top of the image","['one medium polyp which is a projecting growth of tissue located in top of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top of the image', 'one medium polyp which is a small lump in the lining of colon located in top of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
779.jpg,779.png,,polyp,medium polyp,two polyp,"polyp, located in top left, bottom left of the image",two medium polyp,"medium polyp, located in top left, bottom left of the image","two polyp, located in top left, bottom left of the image","two medium polyp, located in top left, bottom left of the image","['two medium polyp which is a projecting growth of tissue located in top left, bottom left of the image', 'two medium polyp which is often a bumpy flesh in rectum located in top left, bottom left of the image', 'two medium polyp which is a small lump in the lining of colon located in top left, bottom left of the image', 'two medium polyp which is a tissue growth that often resemble mushroom like stalks located in top left, bottom left of the image', 'two medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, bottom left of the image']"
78.jpg,78.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
780.jpg,780.png,,polyp,large polyp,two polyp,"polyp, located in top left, center of the image",two large polyp,"large polyp, located in top left, center of the image","two polyp, located in top left, center of the image","two large polyp, located in top left, center of the image","['two large polyp which is a projecting growth of tissue located in top left, center of the image', 'two large polyp which is often a bumpy flesh in rectum located in top left, center of the image', 'two large polyp which is a small lump in the lining of colon located in top left, center of the image', 'two large polyp which is a tissue growth that often resemble mushroom like stalks located in top left, center of the image', 'two large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, center of the image']"
781.jpg,781.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
782.jpg,782.png,,polyp,large polyp,two polyp,"polyp, located in top left, top of the image",two large polyp,"large polyp, located in top left, top of the image","two polyp, located in top left, top of the image","two large polyp, located in top left, top of the image","['two large polyp which is a projecting growth of tissue located in top left, top of the image', 'two large polyp which is often a bumpy flesh in rectum located in top left, top of the image', 'two large polyp which is a small lump in the lining of colon located in top left, top of the image', 'two large polyp which is a tissue growth that often resemble mushroom like stalks located in top left, top of the image', 'two large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, top of the image']"
783.jpg,783.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
784.jpg,784.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
785.jpg,785.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
786.jpg,786.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
787.jpg,787.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
788.jpg,788.png,,polyp,medium polyp,one polyp,"polyp, located in left of the image",one medium polyp,"medium polyp, located in left of the image","one polyp, located in left of the image","one medium polyp, located in left of the image","['one medium polyp which is a projecting growth of tissue located in left of the image', 'one medium polyp which is often a bumpy flesh in rectum located in left of the image', 'one medium polyp which is a small lump in the lining of colon located in left of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in left of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in left of the image']"
789.jpg,789.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
79.jpg,79.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
790.jpg,790.png,,polyp,large polyp,two polyp,"polyp, located in top left, bottom of the image",two large polyp,"large polyp, located in top left, bottom of the image","two polyp, located in top left, bottom of the image","two large polyp, located in top left, bottom of the image","['two large polyp which is a projecting growth of tissue located in top left, bottom of the image', 'two large polyp which is often a bumpy flesh in rectum located in top left, bottom of the image', 'two large polyp which is a small lump in the lining of colon located in top left, bottom of the image', 'two large polyp which is a tissue growth that often resemble mushroom like stalks located in top left, bottom of the image', 'two large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, bottom of the image']"
791.jpg,791.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
792.jpg,792.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
793.jpg,793.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
794.jpg,794.png,,polyp,"small, medium polyp",three polyp,"polyp, located in top left, top left, right of the image","three small, medium polyp","small, medium polyp, located in top left, top left, right of the image","three polyp, located in top left, top left, right of the image","three small, medium polyp, located in top left, top left, right of the image","['three small, medium polyp which is a projecting growth of tissue located in top left, top left, right of the image', 'three small, medium polyp which is often a bumpy flesh in rectum located in top left, top left, right of the image', 'three small, medium polyp which is a small lump in the lining of colon located in top left, top left, right of the image', 'three small, medium polyp which is a tissue growth that often resemble mushroom like stalks located in top left, top left, right of the image', 'three small, medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, top left, right of the image']"
795.jpg,795.png,,polyp,small polyp,one polyp,"polyp, located in top of the image",one small polyp,"small polyp, located in top of the image","one polyp, located in top of the image","one small polyp, located in top of the image","['one small polyp which is a projecting growth of tissue located in top of the image', 'one small polyp which is often a bumpy flesh in rectum located in top of the image', 'one small polyp which is a small lump in the lining of colon located in top of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
796.jpg,796.png,,polyp,large polyp,two polyp,"polyp, located in top left, center of the image",two large polyp,"large polyp, located in top left, center of the image","two polyp, located in top left, center of the image","two large polyp, located in top left, center of the image","['two large polyp which is a projecting growth of tissue located in top left, center of the image', 'two large polyp which is often a bumpy flesh in rectum located in top left, center of the image', 'two large polyp which is a small lump in the lining of colon located in top left, center of the image', 'two large polyp which is a tissue growth that often resemble mushroom like stalks located in top left, center of the image', 'two large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, center of the image']"
797.jpg,797.png,,polyp,medium polyp,one polyp,"polyp, located in left of the image",one medium polyp,"medium polyp, located in left of the image","one polyp, located in left of the image","one medium polyp, located in left of the image","['one medium polyp which is a projecting growth of tissue located in left of the image', 'one medium polyp which is often a bumpy flesh in rectum located in left of the image', 'one medium polyp which is a small lump in the lining of colon located in left of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in left of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in left of the image']"
798.jpg,798.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
799.jpg,799.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
8.jpg,8.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
80.jpg,80.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
800.jpg,800.png,,polyp,medium polyp,two polyp,"polyp, located in top left, center of the image",two medium polyp,"medium polyp, located in top left, center of the image","two polyp, located in top left, center of the image","two medium polyp, located in top left, center of the image","['two medium polyp which is a projecting growth of tissue located in top left, center of the image', 'two medium polyp which is often a bumpy flesh in rectum located in top left, center of the image', 'two medium polyp which is a small lump in the lining of colon located in top left, center of the image', 'two medium polyp which is a tissue growth that often resemble mushroom like stalks located in top left, center of the image', 'two medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left, center of the image']"
801.jpg,801.png,,polyp,medium polyp,one polyp,"polyp, located in top of the image",one medium polyp,"medium polyp, located in top of the image","one polyp, located in top of the image","one medium polyp, located in top of the image","['one medium polyp which is a projecting growth of tissue located in top of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top of the image', 'one medium polyp which is a small lump in the lining of colon located in top of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
